,0,1,2,3,4,5,int_token,str_token
24,JORFTEXT000048734585,JORFARTI000048734594,1,9,2,« 7° Pour les emplois de secrétaire général de mairie des communes de moins de 2 000 habitants. »,"[32, 2637, 484, 25, 714, 3, 400, 93, 3, 3260, 13, 816, 3, 869, 3, 111, 746, 4747, 11, 45]","['▁«', '▁7°', '▁Pour', '▁les', '▁emplois', '▁de', '▁secrétaire', '▁général', '▁de', '▁mairie', '▁des', '▁communes', '▁de', '▁moins', '▁de', '▁2', '▁000', '▁habitants', '.', '▁»']"
25,JORFTEXT000048734585,JORFARTI000048734594,1,9,3,La présente loi sera exécutée comme loi de l'Etat.,"[80, 1656, 373, 67, 4746, 419, 373, 3, 9, 4, 101, 11]","['▁La', '▁présente', '▁loi', '▁sera', '▁exécutée', '▁comme', '▁loi', '▁de', '▁l', ""'"", 'Etat', '.']"
26,JORFTEXT000048734597,,0,,0,fr/lr/decret/PRER2326403D/2023-12-31,"[33, 15, 35, 15, 77, 167, 15, 2899, 200, 107, 1010, 884, 76, 747, 444]","['▁fr', '/', 'lr', '/', 'de', 'cret', '/', 'PRE', 'R', '232', '64', '03', 'D', '/2023-12-', '31']"
27,JORFTEXT000048734597,JORFVERS000048734597,0,,0,Décret du 29 décembre 2023 portant élévation aux dignités de grand'croix et de grand officier de l'ordre national de la Légion d'honneur,"[168, 6, 381, 75, 24, 44, 4282, 51, 16, 1326, 575, 10, 3, 1315, 4, 185, 83, 3279, 12, 3, 1315, 8, 2180, 3, 9, 4, 636, 194, 3, 7, 1934, 16, 4, 1873]","['▁Décret', '▁du', '▁29', '▁décembre', '▁2023', '▁portant', '▁élévation', '▁aux', '▁d', 'ign', 'ité', 's', '▁de', '▁grand', ""'"", 'c', 'r', 'oix', '▁et', '▁de', '▁grand', '▁', 'officier', '▁de', '▁l', ""'"", 'ordre', '▁national', '▁de', '▁la', '▁Légion', '▁d', ""'"", 'honneur']"
28,JORFTEXT000048734597,JORFARTI000048734598,1,,1,"Par décret du Président de la République en date du 29 décembre 2023, pris sur le rapport de la Première ministre et visé pour son exécution par le grand chancelier de la Légion d'honneur, vu la déclaration du conseil de l'ordre portant que les présentes élévations sont faites en conformité des lois, décrets et règlements en vigueur, le conseil des ministres entendu, sont élevés, pour prendre rang à compter de la date de réception dans leur dignité :","[53, 70, 6, 358, 3, 7, 55, 19, 38, 6, 381, 75, 54, 543, 72, 22, 1647, 3, 7, 90, 290, 34, 12, 1213, 37, 273, 8, 148, 36, 22, 1315, 3494, 3, 7, 1934, 16, 4, 1873, 5, 1239, 7, 1761, 6, 267, 3, 9, 4, 636, 44, 171, 25, 47, 88, 4282, 10, 52, 1221, 88, 19, 2522, 13, 373, 10, 5, 70, 10, 12, 937, 10, 19, 478, 5, 22, 267, 13, 34, 10, 4505, 5, 52, 2337, 10, 5, 37, 8, 1299, 1810, 14, 64, 28, 3, 7, 38, 3, 2143, 43, 257, 16, 1326, 575, 27]","['▁Par', '▁décret', '▁du', '▁Président', '▁de', '▁la', '▁République', '▁en', '▁date', '▁du', '▁29', '▁décembre', '▁2023,', '▁pris', '▁sur', '▁le', '▁rapport', '▁de', '▁la', '▁P', 'remière', '▁ministre', '▁et', '▁visé', '▁pour', '▁son', '▁', 'exécution', '▁par', '▁le', '▁grand', '▁chancelier', '▁de', '▁la', '▁Légion', '▁d', ""'"", 'honneur', ',', '▁vu', '▁la', '▁déclaration', '▁du', '▁conseil', '▁de', '▁l', ""'"", 'ordre', '▁portant', '▁que', '▁les', '▁présent', 'es', '▁élévation', 's', '▁sont', '▁fait', 'es', '▁en', '▁conformité', '▁des', '▁loi', 's', ',', '▁décret', 's', '▁et', '▁règlement', 's', '▁en', '▁vigueur', ',', '▁le', '▁conseil', '▁des', '▁ministre', 's', '▁entendu', ',', '▁sont', '▁élevé', 's', ',', '▁pour', '▁', 'prendre', '▁rang', '▁à', '▁compt', 'er', '▁de', '▁la', '▁date', '▁de', '▁réception', '▁dans', '▁leur', '▁d', 'ign', 'ité', '▁:']"
29,JORFTEXT000048734597,JORFARTI000048734598,1,,2,A la dignité de grand'croix,"[82, 7, 16, 1326, 575, 3, 1315, 4, 185, 83, 3279]","['▁A', '▁la', '▁d', 'ign', 'ité', '▁de', '▁grand', ""'"", 'c', 'r', 'oix']"
30,JORFTEXT000048734597,JORFARTI000048734598,1,,3,"M. Arnault (Bernard, Jean, Etienne), président de sociétés. Grand officier du 20 octobre 2011.","[30, 11, 1688, 128, 4422, 21, 4570, 5, 387, 5, 8, 2291, 59, 473, 3, 84, 10, 11, 1681, 8, 2180, 6, 218, 122, 1772, 11]","['▁M', '.', '▁Ar', 'n', 'ault', '▁(', 'Bernard', ',', '▁Jean', ',', '▁', 'Etienne', '),', '▁président', '▁de', '▁société', 's', '.', '▁Grand', '▁', 'officier', '▁du', '▁20', '▁octobre', '▁2011', '.']"
31,JORFTEXT000048734597,JORFARTI000048734598,1,,4,"Mme Meyer, née André (Dominique), professeure émérite des universités en hématologie, membre de l'Académie des sciences. Grand officier du 16 août 2016.","[48, 30, 2233, 28, 5, 485, 2455, 21, 3686, 59, 930, 18, 8, 81, 1076, 83, 1426, 13, 1241, 19, 8, 4786, 5, 278, 3, 9, 4, 3147, 18, 13, 1456, 11, 1681, 8, 2180, 6, 275, 145, 844, 11]","['▁Mme', '▁M', 'ey', 'er', ',', '▁née', '▁André', '▁(', 'Dominique', '),', '▁professeur', 'e', '▁', 'é', 'mé', 'r', 'ite', '▁des', '▁universités', '▁en', '▁', 'hématologie', ',', '▁membre', '▁de', '▁l', ""'"", 'Académi', 'e', '▁des', '▁sciences', '.', '▁Grand', '▁', 'officier', '▁du', '▁16', '▁août', '▁2016', '.']"
32,JORFTEXT000048734597,JORFARTI000048734598,1,,5,A la dignité de grand officier,"[82, 7, 16, 1326, 575, 3, 1315, 8, 2180]","['▁A', '▁la', '▁d', 'ign', 'ité', '▁de', '▁grand', '▁', 'officier']"
33,JORFTEXT000048734597,JORFARTI000048734598,1,,6,"M. Darrois (Jean-Michel, Henri, Adrien), avocat au barreau de Paris. Commandeur du 18 mai 2011.","[30, 11, 108, 389, 83, 1403, 21, 1158, 17, 2510, 5, 8, 2549, 5, 8, 3289, 59, 2821, 20, 366, 389, 209, 248, 3, 237, 11, 115, 819, 1359, 77, 441, 6, 336, 134, 1772, 11]","['▁M', '.', '▁D', 'ar', 'r', 'ois', '▁(', 'Jean', '-', 'Michel', ',', '▁', 'Henri', ',', '▁', 'Adrien', '),', '▁avocat', '▁au', '▁b', 'ar', 're', 'au', '▁de', '▁Paris', '.', '▁C', 'om', 'man', 'de', 'ur', '▁du', '▁18', '▁mai', '▁2011', '.']"
34,JORFTEXT000048734597,JORFARTI000048734598,1,,7,"Mme Lewiner, née de Botton (Colette), administratrice de sociétés. Commandeur du 17 mars 2010.","[48, 49, 692, 280, 28, 5, 485, 3, 94, 640, 2684, 21, 119, 446, 736, 59, 954, 567, 3, 84, 10, 11, 115, 819, 1359, 77, 441, 6, 264, 120, 1711, 11]","['▁Mme', '▁Le', 'w', 'in', 'er', ',', '▁née', '▁de', '▁B', 'ot', 'ton', '▁(', 'C', 'ol', 'ette', '),', '▁administrat', 'rice', '▁de', '▁société', 's', '.', '▁C', 'om', 'man', 'de', 'ur', '▁du', '▁17', '▁mars', '▁2010', '.']"
35,JORFTEXT000048734597,JORFARTI000048734598,1,,8,"M. de Rothschild (David, René, James), président d'honneur d'un groupe bancaire. Commandeur du 3 mars 2009.","[30, 11, 3, 949, 839, 10, 556, 319, 172, 21, 4268, 5, 3357, 5, 541, 638, 88, 59, 473, 16, 4, 1873, 16, 4, 74, 939, 4831, 11, 115, 819, 1359, 77, 441, 6, 126, 120, 2062, 11]","['▁M', '.', '▁de', '▁Ro', 'th', 's', 'ch', 'il', 'd', '▁(', 'David', ',', '▁René', ',', '▁J', 'am', 'es', '),', '▁président', '▁d', ""'"", 'honneur', '▁d', ""'"", 'un', '▁groupe', '▁bancaire', '.', '▁C', 'om', 'man', 'de', 'ur', '▁du', '▁3', '▁mars', '▁2009', '.']"
36,JORFTEXT000048734597,JORFARTI000048734598,1,,9,"Mme Toros-Marter, née Marter (Denise, Rachel), ancienne déportée, présidente d'associations mémorielles. Commandeur du 4 septembre 2016.","[48, 253, 299, 178, 10, 17, 170, 892, 28, 5, 485, 30, 892, 28, 21, 1285, 18, 5, 103, 114, 591, 149, 59, 1768, 741, 2103, 527, 5, 1051, 16, 4, 951, 10, 8, 1076, 1332, 413, 1528, 11, 115, 819, 1359, 77, 441, 6, 150, 112, 844, 11]","['▁Mme', '▁T', 'or', 'o', 's', '-', 'M', 'art', 'er', ',', '▁née', '▁M', 'art', 'er', '▁(', 'Denis', 'e', ',', '▁R', 'a', 'che', 'l', '),', '▁ancienne', '▁dé', 'port', 'ée', ',', '▁présidente', '▁d', ""'"", 'association', 's', '▁', 'mé', 'mo', 'ri', 'elles', '.', '▁C', 'om', 'man', 'de', 'ur', '▁du', '▁4', '▁septembre', '▁2016', '.']"
37,JORFTEXT000048734599,,0,,0,fr/lr/decret/PRER2326399D/2023-12-31,"[33, 15, 35, 15, 77, 167, 15, 2899, 200, 107, 1224, 1044, 76, 747, 444]","['▁fr', '/', 'lr', '/', 'de', 'cret', '/', 'PRE', 'R', '232', '63', '99', 'D', '/2023-12-', '31']"
38,JORFTEXT000048734599,JORFVERS000048734599,0,,0,Décret du 29 décembre 2023 portant nomination dans l'ordre national de la Légion d'honneur,"[168, 6, 381, 75, 24, 44, 78, 43, 9, 4, 636, 194, 3, 7, 1934, 16, 4, 1873]","['▁Décret', '▁du', '▁29', '▁décembre', '▁2023', '▁portant', '▁nomination', '▁dans', '▁l', ""'"", 'ordre', '▁national', '▁de', '▁la', '▁Légion', '▁d', ""'"", 'honneur']"
39,JORFTEXT000048734599,JORFARTI000048734600,1,,1,"Par décret du Président de la République en date du 29 décembre 2023, pris sur le rapport de la Première ministre et de la ministre de l'enseignement supérieur et de la recherche et visé pour son exécution par le grand chancelier de la Légion d'honneur, vu la déclaration du conseil de l'ordre portant que la présente nomination est faite en conformité des lois, décrets et règlements en vigueur et notamment de l'article R. 17 du code de la Légion d'honneur, de la Médaille militaire et de l'ordre national du Mérite, le conseil des ministres entendu, est nommé, pour prendre rang à compter de la date de réception dans son grade :","[53, 70, 6, 358, 3, 7, 55, 19, 38, 6, 381, 75, 54, 543, 72, 22, 1647, 3, 7, 90, 290, 34, 12, 3, 7, 34, 3, 9, 4, 318, 252, 12, 3, 7, 316, 12, 1213, 37, 273, 8, 148, 36, 22, 1315, 3494, 3, 7, 1934, 16, 4, 1873, 5, 1239, 7, 1761, 6, 267, 3, 9, 4, 636, 44, 171, 7, 1656, 78, 23, 1221, 18, 19, 2522, 13, 373, 10, 5, 70, 10, 12, 937, 10, 19, 478, 12, 953, 3, 9, 4, 40, 103, 11, 264, 6, 68, 3, 7, 1934, 16, 4, 1873, 5, 3, 7, 3815, 18, 838, 12, 3, 9, 4, 636, 194, 6, 3072, 5, 22, 267, 13, 34, 10, 4505, 5, 23, 188, 5, 37, 8, 1299, 1810, 14, 64, 28, 3, 7, 38, 3, 2143, 43, 273, 261, 27]","['▁Par', '▁décret', '▁du', '▁Président', '▁de', '▁la', '▁République', '▁en', '▁date', '▁du', '▁29', '▁décembre', '▁2023,', '▁pris', '▁sur', '▁le', '▁rapport', '▁de', '▁la', '▁P', 'remière', '▁ministre', '▁et', '▁de', '▁la', '▁ministre', '▁de', '▁l', ""'"", 'enseignement', '▁supérieur', '▁et', '▁de', '▁la', '▁recherche', '▁et', '▁visé', '▁pour', '▁son', '▁', 'exécution', '▁par', '▁le', '▁grand', '▁chancelier', '▁de', '▁la', '▁Légion', '▁d', ""'"", 'honneur', ',', '▁vu', '▁la', '▁déclaration', '▁du', '▁conseil', '▁de', '▁l', ""'"", 'ordre', '▁portant', '▁que', '▁la', '▁présente', '▁nomination', '▁est', '▁fait', 'e', '▁en', '▁conformité', '▁des', '▁loi', 's', ',', '▁décret', 's', '▁et', '▁règlement', 's', '▁en', '▁vigueur', '▁et', '▁notamment', '▁de', '▁l', ""'"", 'article', '▁R', '.', '▁17', '▁du', '▁code', '▁de', '▁la', '▁Légion', '▁d', ""'"", 'honneur', ',', '▁de', '▁la', '▁Médaill', 'e', '▁militaire', '▁et', '▁de', '▁l', ""'"", 'ordre', '▁national', '▁du', '▁Mérite', ',', '▁le', '▁conseil', '▁des', '▁ministre', 's', '▁entendu', ',', '▁est', '▁nommé', ',', '▁pour', '▁', 'prendre', '▁rang', '▁à', '▁compt', 'er', '▁de', '▁la', '▁date', '▁de', '▁réception', '▁dans', '▁son', '▁grade', '▁:']"
40,JORFTEXT000048734599,JORFARTI000048734600,1,,2,Ministère de l'enseignement supérieur et de la recherche,"[2783, 3, 9, 4, 318, 252, 12, 3, 7, 316]","['▁Ministère', '▁de', '▁l', ""'"", 'enseignement', '▁supérieur', '▁et', '▁de', '▁la', '▁recherche']"
41,JORFTEXT000048734599,JORFARTI000048734600,1,,3,Au grade de commandeur,"[191, 261, 3, 3281, 441]","['▁Au', '▁grade', '▁de', '▁commande', 'ur']"
42,JORFTEXT000048734599,JORFARTI000048734600,1,,4,"M. Agostini (Pierre, André, Charles), prix Nobel de physique, professeur émérite de l'Université d'Etat de l'Ohio (Etats-Unis) ; 56 ans de services.","[30, 11, 82, 1847, 720, 2631, 21, 886, 5, 2455, 5, 2563, 59, 1723, 2056, 3396, 3, 1833, 5, 930, 8, 81, 1076, 83, 1426, 3, 9, 4, 3713, 16, 4, 101, 3, 9, 4, 347, 1530, 178, 21, 101, 10, 17, 2039, 29, 46, 8, 979, 225, 3, 177, 11]","['▁M', '.', '▁A', 'go', 'st', 'ini', '▁(', 'Pierre', ',', '▁André', ',', '▁Charles', '),', '▁prix', '▁No', 'bel', '▁de', '▁physique', ',', '▁professeur', '▁', 'é', 'mé', 'r', 'ite', '▁de', '▁l', ""'"", 'Université', '▁d', ""'"", 'Etat', '▁de', '▁l', ""'"", 'O', 'hi', 'o', '▁(', 'Etat', 's', '-', 'Unis', ')', '▁;', '▁', '56', '▁ans', '▁de', '▁services', '.']"
43,JORFTEXT000048734602,,0,,0,fr/lr/decret/PRER2326400D/2023-12-31,"[33, 15, 35, 15, 77, 167, 15, 2899, 200, 107, 1010, 440, 76, 747, 444]","['▁fr', '/', 'lr', '/', 'de', 'cret', '/', 'PRE', 'R', '232', '64', '00', 'D', '/2023-12-', '31']"
44,JORFTEXT000048734602,JORFVERS000048734602,0,,0,Décret du 29 décembre 2023 portant promotion à titre exceptionnel dans l'ordre national de la Légion d'honneur,"[168, 6, 381, 75, 24, 44, 899, 14, 97, 2544, 43, 9, 4, 636, 194, 3, 7, 1934, 16, 4, 1873]","['▁Décret', '▁du', '▁29', '▁décembre', '▁2023', '▁portant', '▁promotion', '▁à', '▁titre', '▁exceptionnel', '▁dans', '▁l', ""'"", 'ordre', '▁national', '▁de', '▁la', '▁Légion', '▁d', ""'"", 'honneur']"
45,JORFTEXT000048734602,JORFARTI000048734603,1,,1,"Par décret du Président de la République en date du 29 décembre 2023, pris sur le rapport de la Première ministre et de la ministre de l'enseignement supérieur et de la recherche et visé pour son exécution par le grand chancelier de la Légion d'honneur, vu la déclaration du conseil de l'ordre portant que la présente promotion est faite en conformité des lois, décrets et règlements en vigueur et notamment de l'article R. 27 du code de la Légion d'honneur, de la Médaille militaire et de l'ordre national du Mérite, le conseil des ministres entendu, est promue, pour prendre rang à compter de la date de réception dans son grade :","[53, 70, 6, 358, 3, 7, 55, 19, 38, 6, 381, 75, 54, 543, 72, 22, 1647, 3, 7, 90, 290, 34, 12, 3, 7, 34, 3, 9, 4, 318, 252, 12, 3, 7, 316, 12, 1213, 37, 273, 8, 148, 36, 22, 1315, 3494, 3, 7, 1934, 16, 4, 1873, 5, 1239, 7, 1761, 6, 267, 3, 9, 4, 636, 44, 171, 7, 1656, 899, 23, 1221, 18, 19, 2522, 13, 373, 10, 5, 70, 10, 12, 937, 10, 19, 478, 12, 953, 3, 9, 4, 40, 103, 11, 262, 6, 68, 3, 7, 1934, 16, 4, 1873, 5, 3, 7, 3815, 18, 838, 12, 3, 9, 4, 636, 194, 6, 3072, 5, 22, 267, 13, 34, 10, 4505, 5, 23, 2479, 18, 5, 37, 8, 1299, 1810, 14, 64, 28, 3, 7, 38, 3, 2143, 43, 273, 261, 27]","['▁Par', '▁décret', '▁du', '▁Président', '▁de', '▁la', '▁République', '▁en', '▁date', '▁du', '▁29', '▁décembre', '▁2023,', '▁pris', '▁sur', '▁le', '▁rapport', '▁de', '▁la', '▁P', 'remière', '▁ministre', '▁et', '▁de', '▁la', '▁ministre', '▁de', '▁l', ""'"", 'enseignement', '▁supérieur', '▁et', '▁de', '▁la', '▁recherche', '▁et', '▁visé', '▁pour', '▁son', '▁', 'exécution', '▁par', '▁le', '▁grand', '▁chancelier', '▁de', '▁la', '▁Légion', '▁d', ""'"", 'honneur', ',', '▁vu', '▁la', '▁déclaration', '▁du', '▁conseil', '▁de', '▁l', ""'"", 'ordre', '▁portant', '▁que', '▁la', '▁présente', '▁promotion', '▁est', '▁fait', 'e', '▁en', '▁conformité', '▁des', '▁loi', 's', ',', '▁décret', 's', '▁et', '▁règlement', 's', '▁en', '▁vigueur', '▁et', '▁notamment', '▁de', '▁l', ""'"", 'article', '▁R', '.', '▁27', '▁du', '▁code', '▁de', '▁la', '▁Légion', '▁d', ""'"", 'honneur', ',', '▁de', '▁la', '▁Médaill', 'e', '▁militaire', '▁et', '▁de', '▁l', ""'"", 'ordre', '▁national', '▁du', '▁Mérite', ',', '▁le', '▁conseil', '▁des', '▁ministre', 's', '▁entendu', ',', '▁est', '▁promu', 'e', ',', '▁pour', '▁', 'prendre', '▁rang', '▁à', '▁compt', 'er', '▁de', '▁la', '▁date', '▁de', '▁réception', '▁dans', '▁son', '▁grade', '▁:']"
46,JORFTEXT000048734602,JORFARTI000048734603,1,,2,Ministère de l'enseignement supérieur et de la recherche,"[2783, 3, 9, 4, 318, 252, 12, 3, 7, 316]","['▁Ministère', '▁de', '▁l', ""'"", 'enseignement', '▁supérieur', '▁et', '▁de', '▁la', '▁recherche']"
47,JORFTEXT000048734602,JORFARTI000048734603,1,,3,Au grade de commandeur,"[191, 261, 3, 3281, 441]","['▁Au', '▁grade', '▁de', '▁commande', 'ur']"
48,JORFTEXT000048734602,JORFARTI000048734603,1,,4,"Mme L'Huillier (Anne, Geneviève), prix Nobel de physique, professeure à l'université de Lund (Suède), membre de l'Académie des sciences. Officier du 10 avril 2023.","[48, 39, 4, 229, 202, 319, 517, 28, 21, 1625, 5, 214, 291, 18, 744, 815, 662, 59, 1723, 2056, 3396, 3, 1833, 5, 930, 18, 14, 9, 4, 1664, 3, 39, 74, 172, 21, 66, 202, 815, 77, 59, 278, 3, 9, 4, 3147, 18, 13, 1456, 11, 3227, 6, 272, 133, 182]","['▁Mme', '▁L', ""'"", 'H', 'u', 'il', 'li', 'er', '▁(', 'Anne', ',', '▁G', 'en', 'e', 'vi', 'è', 've', '),', '▁prix', '▁No', 'bel', '▁de', '▁physique', ',', '▁professeur', 'e', '▁à', '▁l', ""'"", 'université', '▁de', '▁L', 'un', 'd', '▁(', 'S', 'u', 'è', 'de', '),', '▁membre', '▁de', '▁l', ""'"", 'Académi', 'e', '▁des', '▁sciences', '.', '▁Officier', '▁du', '▁10', '▁avril', '▁2023.']"
49,JORFTEXT000048734605,,0,,0,fr/lr/decret/PRER2326401D/2023-12-31,"[33, 15, 35, 15, 77, 167, 15, 2899, 200, 107, 1010, 633, 76, 747, 444]","['▁fr', '/', 'lr', '/', 'de', 'cret', '/', 'PRE', 'R', '232', '64', '01', 'D', '/2023-12-', '31']"
50,JORFTEXT000048734605,JORFVERS000048734605,0,,0,Décret du 29 décembre 2023 portant promotion dans l'ordre national de la Légion d'honneur,"[168, 6, 381, 75, 24, 44, 899, 43, 9, 4, 636, 194, 3, 7, 1934, 16, 4, 1873]","['▁Décret', '▁du', '▁29', '▁décembre', '▁2023', '▁portant', '▁promotion', '▁dans', '▁l', ""'"", 'ordre', '▁national', '▁de', '▁la', '▁Légion', '▁d', ""'"", 'honneur']"
51,JORFTEXT000048734605,JORFARTI000048734606,1,,1,"Par décret du Président de la République en date du 29 décembre 2023, pris sur le rapport de la Première ministre et des ministres et visé pour son exécution par le grand chancelier de la Légion d'honneur, vu les déclarations du conseil de l'ordre portant que les présentes promotions sont faites en conformité des lois, décrets et règlements en vigueur, le conseil des ministres entendu, sont promus, pour prendre rang à compter de la date de réception dans leur grade :","[53, 70, 6, 358, 3, 7, 55, 19, 38, 6, 381, 75, 54, 543, 72, 22, 1647, 3, 7, 90, 290, 34, 12, 13, 34, 10, 12, 1213, 37, 273, 8, 148, 36, 22, 1315, 3494, 3, 7, 1934, 16, 4, 1873, 5, 1239, 25, 1761, 10, 6, 267, 3, 9, 4, 636, 44, 171, 25, 47, 88, 899, 10, 52, 1221, 88, 19, 2522, 13, 373, 10, 5, 70, 10, 12, 937, 10, 19, 478, 5, 22, 267, 13, 34, 10, 4505, 5, 52, 2479, 10, 5, 37, 8, 1299, 1810, 14, 64, 28, 3, 7, 38, 3, 2143, 43, 257, 261, 27]","['▁Par', '▁décret', '▁du', '▁Président', '▁de', '▁la', '▁République', '▁en', '▁date', '▁du', '▁29', '▁décembre', '▁2023,', '▁pris', '▁sur', '▁le', '▁rapport', '▁de', '▁la', '▁P', 'remière', '▁ministre', '▁et', '▁des', '▁ministre', 's', '▁et', '▁visé', '▁pour', '▁son', '▁', 'exécution', '▁par', '▁le', '▁grand', '▁chancelier', '▁de', '▁la', '▁Légion', '▁d', ""'"", 'honneur', ',', '▁vu', '▁les', '▁déclaration', 's', '▁du', '▁conseil', '▁de', '▁l', ""'"", 'ordre', '▁portant', '▁que', '▁les', '▁présent', 'es', '▁promotion', 's', '▁sont', '▁fait', 'es', '▁en', '▁conformité', '▁des', '▁loi', 's', ',', '▁décret', 's', '▁et', '▁règlement', 's', '▁en', '▁vigueur', ',', '▁le', '▁conseil', '▁des', '▁ministre', 's', '▁entendu', ',', '▁sont', '▁promu', 's', ',', '▁pour', '▁', 'prendre', '▁rang', '▁à', '▁compt', 'er', '▁de', '▁la', '▁date', '▁de', '▁réception', '▁dans', '▁leur', '▁grade', '▁:']"
52,JORFTEXT000048734605,JORFARTI000048734606,1,,2,Grande chancellerie de la Légion d'honneur,"[1681, 18, 3920, 3, 7, 1934, 16, 4, 1873]","['▁Grand', 'e', '▁chancellerie', '▁de', '▁la', '▁Légion', '▁d', ""'"", 'honneur']"
53,JORFTEXT000048734605,JORFARTI000048734606,1,,3,Au grade de commandeur,"[191, 261, 3, 3281, 441]","['▁Au', '▁grade', '▁de', '▁commande', 'ur']"
54,JORFTEXT000048734605,JORFARTI000048734606,1,,4,"M. Carosella (Edgardo, Delfino), directeur de recherche, chef de service honoraire en hémato-immunologie. Officier du 20 décembre 2016.","[30, 11, 1814, 1717, 2984, 21, 179, 172, 204, 1069, 178, 5, 108, 432, 1037, 178, 59, 87, 3, 316, 5, 394, 3, 235, 2098, 19, 8, 1223, 666, 663, 17, 624, 436, 74, 1460, 11, 3227, 6, 218, 75, 844, 11]","['▁M', '.', '▁Car', 'ose', 'lla', '▁(', 'E', 'd', 'g', 'ard', 'o', ',', '▁D', 'el', 'fin', 'o', '),', '▁directeur', '▁de', '▁recherche', ',', '▁chef', '▁de', '▁service', '▁honoraire', '▁en', '▁', 'hé', 'ma', 'to', '-', 'im', 'm', 'un', 'ologie', '.', '▁Officier', '▁du', '▁20', '▁décembre', '▁2016', '.']"
55,JORFTEXT000048734605,JORFARTI000048734606,1,,5,Première ministre,"[90, 290, 34]","['▁P', 'remière', '▁ministre']"
56,JORFTEXT000048734605,JORFARTI000048734606,1,,6,Au grade de commandeur,"[191, 261, 3, 3281, 441]","['▁Au', '▁grade', '▁de', '▁commande', 'ur']"
57,JORFTEXT000048734605,JORFARTI000048734606,1,,7,"Mme Jolliet (Pascale, Marie, Élisabeth), présidente du conseil d'administration de l'Ecole des hautes études en santé publique, directrice du pôle santé d'une université. Officier du 16 mars 2016.","[48, 2188, 1822, 296, 21, 3123, 18, 5, 449, 5, 8, 384, 517, 10, 762, 18, 839, 59, 1051, 6, 267, 16, 4, 118, 3, 9, 4, 656, 13, 3536, 907, 19, 132, 220, 5, 297, 6, 1979, 132, 16, 4, 56, 341, 11, 3227, 6, 275, 120, 844, 11]","['▁Mme', '▁Jo', 'lli', 'et', '▁(', 'Pascal', 'e', ',', '▁Marie', ',', '▁', 'É', 'li', 's', 'ab', 'e', 'th', '),', '▁présidente', '▁du', '▁conseil', '▁d', ""'"", 'administration', '▁de', '▁l', ""'"", 'Ecole', '▁des', '▁hautes', '▁études', '▁en', '▁santé', '▁publique', ',', '▁directrice', '▁du', '▁pôle', '▁santé', '▁d', ""'"", 'une', '▁université', '.', '▁Officier', '▁du', '▁16', '▁mars', '▁2016', '.']"
58,JORFTEXT000048734605,JORFARTI000048734606,1,,8,"M. Perrette (Octave, Tiburce), ancien combattant, bénévole associatif. Officier du 20 juin 2018.","[30, 11, 90, 28, 83, 736, 21, 347, 185, 842, 662, 5, 253, 212, 315, 441, 835, 59, 2551, 3793, 5, 366, 81, 1242, 1366, 365, 8, 1089, 1222, 655, 1444, 11, 3227, 6, 218, 116, 936, 11]","['▁M', '.', '▁P', 'er', 'r', 'ette', '▁(', 'O', 'c', 'ta', 've', ',', '▁T', 'i', 'b', 'ur', 'ce', '),', '▁ancien', '▁combattant', ',', '▁b', 'é', 'né', 'vo', 'le', '▁', 'ass', 'oc', 'ia', 'tif', '.', '▁Officier', '▁du', '▁20', '▁juin', '▁2018', '.']"
59,JORFTEXT000048734605,JORFARTI000048734606,1,,9,Ministère de l'intérieur et des outre-mer,"[2783, 3, 9, 4, 238, 12, 13, 226, 17, 198]","['▁Ministère', '▁de', '▁l', ""'"", 'intérieur', '▁et', '▁des', '▁outre', '-', 'mer']"
60,JORFTEXT000048734605,JORFARTI000048734606,1,,10,Au grade de commandeur,"[191, 261, 3, 3281, 441]","['▁Au', '▁grade', '▁de', '▁commande', 'ur']"
61,JORFTEXT000048734605,JORFARTI000048734606,1,,11,"Mme Chevalier, née de Bortoli (Josiane, Monique, Yvette), préfète de la région Grand-Est, préfète de la zone de défense et de sécurité Est, préfète du Bas-Rhin. Officier du 14 février 2018.","[48, 906, 18, 1101, 1025, 5, 485, 3, 94, 299, 663, 517, 21, 537, 178, 10, 2352, 5, 3873, 5, 1959, 448, 736, 59, 1826, 3, 7, 404, 1681, 17, 2726, 5, 1826, 3, 7, 552, 3, 451, 12, 3, 123, 791, 5, 1826, 6, 8, 2343, 17, 2622, 11, 3227, 6, 313, 135, 936, 11]","['▁Mme', '▁Ch', 'e', 'val', 'ier', ',', '▁née', '▁de', '▁B', 'or', 'to', 'li', '▁(', 'J', 'o', 's', 'iane', ',', '▁Monique', ',', '▁Y', 'v', 'ette', '),', '▁préfète', '▁de', '▁la', '▁région', '▁Grand', '-', 'Est', ',', '▁préfète', '▁de', '▁la', '▁zone', '▁de', '▁défense', '▁et', '▁de', '▁sécurité', '▁Est', ',', '▁préfète', '▁du', '▁', 'Bas', '-', 'Rhin', '.', '▁Officier', '▁du', '▁14', '▁février', '▁2018', '.']"
62,JORFTEXT000048734605,JORFARTI000048734606,1,,12,Ministère de l'Europe et des affaires étrangères,"[2783, 3, 9, 4, 631, 12, 13, 8, 284, 511]","['▁Ministère', '▁de', '▁l', ""'"", 'Europe', '▁et', '▁des', '▁', 'affaires', '▁étrangères']"
63,JORFTEXT000048734605,JORFARTI000048734606,1,,13,PERSONNEL,"[1586, 1484, 3118]","['▁PER', 'SON', 'NEL']"
